No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime
26612,15.0,47.0,2.0,13.0,300.0,79.0,8.6,1013.6,-15.1,0.0,S,1.4,Dingling,2016-03-13 19:00:00
26613,20.0,64.0,3.0,19.0,300.0,66.0,6.7,1014.1,-14.1,0.0,ENE,0.9,Dingling,2016-03-13 20:00:00
26614,26.0,65.0,2.0,22.0,300.0,56.0,5.1,1014.5,-14.4,0.0,NNW,1.6,Dingling,2016-03-13 21:00:00
26615,20.0,65.0,2.0,22.0,400.0,53.0,3.4,1014.6,-13.9,0.0,NE,0.8,Dingling,2016-03-13 22:00:00
26616,28.0,54.0,5.0,25.0,400.0,45.0,3.4,1014.7,-13.9,0.0,NNE,1.1,Dingling,2016-03-13 23:00:00
26617,23.0,67.0,4.0,25.0,400.0,43.0,2.3,1014.8,-13.5,0.0,NNW,1.9,Dingling,2016-03-14 00:00:00
26618,47.0,77.0,6.0,23.0,500.0,43.0,1.0,1015.3,-13.1,0.0,NE,0.9,Dingling,2016-03-14 01:00:00
26619,16.0,59.0,4.0,25.0,500.0,39.0,0.2,1015.4,-12.5,0.0,NNW,1.6,Dingling,2016-03-14 02:00:00
26620,21.0,56.0,5.0,27.0,500.0,40.0,-0.7,1015.2,-12.7,0.0,WNW,0.5,Dingling,2016-03-14 03:00:00
26621,26.0,100.0,6.0,42.0,500.0,17.0,-1.5,1015.2,-12.2,0.0,WNW,0.5,Dingling,2016-03-14 04:00:00
26622,29.0,78.0,6.0,31.0,500.0,23.0,-2.1,1015.5,-12.2,0.0,NW,1.1,Dingling,2016-03-14 05:00:00
26623,30.0,57.0,5.0,33.0,600.0,16.0,-1.7,1015.6,-11.0,0.0,NNW,1.4,Dingling,2016-03-14 06:00:00
26624,33.0,81.0,4.0,33.0,600.0,14.0,-2.2,1015.8,-11.8,0.0,ESE,0.3,Dingling,2016-03-14 07:00:00
26625,50.0,98.0,8.0,31.0,600.0,23.0,0.9,1016.1,-10.9,0.0,SE,0.1,Dingling,2016-03-14 08:00:00
26626,63.0,118.0,12.0,38.0,800.0,24.0,4.1,1016.4,-8.0,0.0,S,1.5,Dingling,2016-03-14 09:00:00
26627,72.0,125.0,20.0,47.0,1000.0,30.0,6.9,1016.0,-9.5,0.0,ESE,1.6,Dingling,2016-03-14 10:00:00
26628,94.0,139.0,23.0,66.0,1100.0,29.0,9.5,1015.2,-8.6,0.0,SSE,1.2,Dingling,2016-03-14 11:00:00
26629,96.0,138.0,21.0,65.0,1200.0,44.0,12.2,1014.2,-7.8,0.0,SSE,2.0,Dingling,2016-03-14 12:00:00
26630,91.0,127.0,20.0,58.0,1300.0,62.0,14.0,1012.7,-8.0,0.0,SSE,2.3,Dingling,2016-03-14 13:00:00
26631,76.0,100.0,16.0,51.0,1200.0,78.0,15.4,1011.2,-11.2,0.0,SE,2.8,Dingling,2016-03-14 14:00:00
26632,59.0,93.0,12.0,53.0,1100.0,80.0,16.6,1010.2,-12.0,0.0,SSW,2.6,Dingling,2016-03-14 15:00:00
26633,58.0,93.0,10.5,48.0,1000.0,92.5,15.9,1009.6,-12.5,0.0,SSE,3.0,Dingling,2016-03-14 16:00:00
26634,57.0,93.0,9.0,43.0,900.0,105.0,15.6,1009.4,-13.8,0.0,SSW,2.9,Dingling,2016-03-14 17:00:00
26635,53.0,85.0,9.0,37.0,800.0,107.0,14.3,1009.3,-14.8,0.0,SSE,2.8,Dingling,2016-03-14 18:00:00
26636,61.0,202.0,9.0,45.0,800.0,77.0,13.4,1009.7,-13.6,0.0,ESE,1.3,Dingling,2016-03-14 19:00:00
26637,65.0,160.0,8.0,37.0,800.0,64.0,10.5,1010.0,-12.9,0.0,N,1.3,Dingling,2016-03-14 20:00:00
26638,53.0,74.0,9.0,33.0,800.0,68.0,9.2,1010.5,-12.0,0.0,E,1.0,Dingling,2016-03-14 21:00:00
26639,63.0,98.0,9.0,37.0,800.0,56.0,8.5,1010.6,-12.1,0.0,ENE,0.8,Dingling,2016-03-14 22:00:00
26640,53.0,85.0,10.0,35.0,900.0,53.0,7.5,1010.4,-12.3,0.0,NNE,0.7,Dingling,2016-03-14 23:00:00
26641,66.0,101.0,10.0,42.0,900.0,44.0,7.7,1010.1,-11.6,0.0,E,1.0,Dingling,2016-03-15 00:00:00
26642,80.0,153.0,9.0,53.0,900.0,26.0,6.4,1009.8,-11.3,0.0,ENE,0.5,Dingling,2016-03-15 01:00:00
26643,73.0,207.0,9.0,68.0,1100.0,6.0,6.4,1009.6,-11.3,0.0,NNW,1.6,Dingling,2016-03-15 02:00:00
26644,62.0,203.0,8.0,57.0,1100.0,16.0,6.0,1009.6,-10.7,0.0,ENE,0.9,Dingling,2016-03-15 03:00:00
26645,62.0,183.0,8.0,51.0,1000.0,17.0,5.5,1009.1,-11.2,0.0,NNW,1.9,Dingling,2016-03-15 04:00:00
26646,60.0,175.0,9.0,54.0,1000.0,12.0,4.5,1009.1,-10.4,0.0,NW,0.8,Dingling,2016-03-15 05:00:00
26647,56.0,125.0,8.0,50.0,900.0,12.0,4.1,1009.1,-9.3,0.0,NW,0.5,Dingling,2016-03-15 06:00:00
26648,57.0,115.0,9.0,49.0,900.0,8.0,3.9,1009.4,-9.5,0.0,NW,0.7,Dingling,2016-03-15 07:00:00
26649,66.0,162.0,10.0,49.0,900.0,12.0,5.4,1009.4,-9.2,0.0,WNW,0.7,Dingling,2016-03-15 08:00:00
26650,136.0,243.0,19.0,64.0,1000.0,10.0,7.2,1009.9,-9.3,0.0,SSW,1.0,Dingling,2016-03-15 09:00:00
26651,105.0,172.0,30.0,84.0,1200.0,7.0,8.4,1009.6,-8.6,0.0,SE,1.4,Dingling,2016-03-15 10:00:00
26652,122.5,188.0,32.5,87.0,1300.0,16.0,9.9,1009.3,-7.8,0.0,SE,1.6,Dingling,2016-03-15 11:00:00
26653,140.0,204.0,35.0,90.0,1400.0,25.0,10.2,1008.7,-7.1,0.0,SE,2.5,Dingling,2016-03-15 12:00:00
26654,147.0,207.0,36.333333333333336,97.66666666666667,1466.6666666666667,27.666666666666668,10.9,1007.9,-6.5,0.0,SSE,1.8,Dingling,2016-03-15 13:00:00
26655,154.0,210.0,37.666666666666664,105.33333333333333,1533.3333333333333,30.333333333333332,11.7,1007.0,-5.3,0.0,E,2.5,Dingling,2016-03-15 14:00:00
26656,161.0,213.0,39.0,113.0,1600.0,33.0,12.2,1006.3,-4.9,0.0,ESE,1.4,Dingling,2016-03-15 15:00:00
26657,164.0,208.0,37.0,105.0,1700.0,51.0,12.3,1005.9,-4.8,0.0,ESE,2.1,Dingling,2016-03-15 16:00:00
26658,162.0,214.0,40.0,103.0,1700.0,51.0,11.8,1005.9,-4.8,0.0,SSE,1.9,Dingling,2016-03-15 17:00:00
26659,167.0,209.0,41.0,102.0,1700.0,48.0,11.1,1005.9,-4.6,0.0,ESE,1.6,Dingling,2016-03-15 18:00:00
26660,182.0,257.0,34.0,108.0,1700.0,29.0,9.5,1006.4,-4.1,0.0,NNE,0.9,Dingling,2016-03-15 19:00:00
26661,183.0,272.0,29.0,115.0,1700.0,8.0,7.5,1006.8,-4.3,0.0,ENE,1.1,Dingling,2016-03-15 20:00:00
26662,179.0,205.0,29.0,104.0,1800.0,15.0,6.8,1007.0,-4.3,0.0,NNW,0.9,Dingling,2016-03-15 21:00:00
26663,176.5,195.0,29.5,91.5,1800.0,19.5,5.8,1007.3,-4.4,0.0,NW,1.8,Dingling,2016-03-15 22:00:00
26664,174.0,185.0,30.0,79.0,1800.0,24.0,5.0,1007.5,-4.6,0.0,NW,1.8,Dingling,2016-03-15 23:00:00
26665,180.0,196.0,28.0,97.0,1800.0,12.0,3.9,1007.6,-4.6,0.0,NW,1.1,Dingling,2016-03-16 00:00:00
26666,184.0,241.0,23.0,86.0,1800.0,5.0,3.2,1007.4,-4.5,0.0,SSE,0.5,Dingling,2016-03-16 01:00:00
26667,181.0,208.0,21.0,73.0,1900.0,11.0,3.4,1007.4,-4.6,0.0,NNW,1.4,Dingling,2016-03-16 02:00:00
26668,182.0,237.0,20.0,78.0,1800.0,6.0,2.6,1007.3,-4.4,0.0,NW,1.0,Dingling,2016-03-16 03:00:00
26669,182.0,223.0,18.0,71.0,1900.0,6.0,2.1,1007.3,-4.2,0.0,W,0.7,Dingling,2016-03-16 04:00:00
26670,177.0,229.0,16.0,62.0,1900.0,6.0,1.8,1007.7,-4.3,0.0,NNW,1.5,Dingling,2016-03-16 05:00:00
26671,177.0,252.0,14.0,63.0,1800.0,3.0,1.5,1008.3,-4.0,0.0,N,1.5,Dingling,2016-03-16 06:00:00
26672,181.0,203.0,13.0,56.0,1700.0,11.0,1.6,1008.7,-3.7,0.0,N,0.8,Dingling,2016-03-16 07:00:00
26673,251.0,280.0,16.0,62.0,1700.0,10.0,2.8,1009.2,-3.3,0.0,NNW,1.1,Dingling,2016-03-16 08:00:00
26674,229.5,254.0,26.0,61.5,1800.0,24.5,7.2,1009.3,-3.1,0.0,SW,0.9,Dingling,2016-03-16 09:00:00
26675,208.0,228.0,36.0,61.0,1900.0,39.0,8.8,1009.1,-3.1,0.0,SW,0.9,Dingling,2016-03-16 10:00:00
26676,220.0,238.0,42.0,76.0,1900.0,44.0,10.8,1008.5,-2.3,0.0,SSW,1.0,Dingling,2016-03-16 11:00:00
26677,236.0,273.0,41.0,105.0,2000.0,41.0,12.7,1007.6,-0.6,0.0,SSW,1.4,Dingling,2016-03-16 12:00:00
26678,230.0,260.0,36.0,70.0,2000.0,93.0,14.2,1006.8,0.1,0.0,SSE,1.7,Dingling,2016-03-16 13:00:00
26679,231.0,246.0,37.0,63.0,1800.0,128.0,15.0,1005.8,-1.2,0.0,SE,2.1,Dingling,2016-03-16 14:00:00
26680,246.0,267.0,36.0,67.0,1800.0,143.0,15.0,1005.4,-0.8,0.0,ESE,1.4,Dingling,2016-03-16 15:00:00
26681,262.0,276.0,38.0,81.0,1700.0,138.0,15.3,1005.1,-0.1,0.0,E,1.7,Dingling,2016-03-16 16:00:00
26682,276.0,287.0,38.0,111.0,1800.0,103.0,15.3,1005.2,0.3,0.0,E,1.2,Dingling,2016-03-16 17:00:00
26683,287.0,337.0,33.0,123.0,1900.0,79.0,14.2,1005.1,0.4,0.0,ENE,1.0,Dingling,2016-03-16 18:00:00
26684,293.0,385.0,29.0,117.0,1900.0,66.0,13.3,1005.1,0.3,0.0,E,1.3,Dingling,2016-03-16 19:00:00
26685,279.0,279.0,28.0,90.0,2000.0,74.0,12.9,1005.7,0.3,0.0,ENE,1.4,Dingling,2016-03-16 20:00:00
26686,290.0,319.0,25.0,89.0,2000.0,58.0,12.1,1005.7,0.5,0.0,E,1.4,Dingling,2016-03-16 21:00:00
26687,282.0,282.0,26.0,62.0,2000.0,80.0,9.6,1006.2,0.5,0.0,SSW,0.8,Dingling,2016-03-16 22:00:00
26688,302.0,302.0,26.0,53.0,2100.0,85.0,8.3,1006.3,0.3,0.0,NW,1.4,Dingling,2016-03-16 23:00:00
26689,319.0,319.0,26.0,61.0,2200.0,72.0,7.9,1006.2,0.6,0.0,SSW,1.0,Dingling,2016-03-17 00:00:00
26690,314.0,329.0,20.0,86.0,2300.0,33.0,6.1,1006.0,0.2,0.0,N,1.6,Dingling,2016-03-17 01:00:00
26691,316.0,320.0,19.0,75.0,2300.0,39.0,5.5,1005.6,0.3,0.0,NW,1.2,Dingling,2016-03-17 02:00:00
26692,308.0,308.0,24.0,63.0,2300.0,53.0,5.8,1004.8,0.3,0.0,NNW,1.0,Dingling,2016-03-17 03:00:00
26693,305.0,305.0,17.0,68.0,2400.0,37.0,5.0,1004.4,0.2,0.0,NNW,1.3,Dingling,2016-03-17 04:00:00
26694,301.0,301.0,11.0,67.0,2400.0,28.0,4.5,1004.1,0.1,0.0,NNW,1.6,Dingling,2016-03-17 05:00:00
26695,290.0,290.0,8.0,64.0,2300.0,21.0,3.9,1004.1,0.1,0.0,N,0.7,Dingling,2016-03-17 06:00:00
26696,289.0,289.0,6.0,65.0,2200.0,18.0,3.8,1004.4,0.1,0.0,NW,0.4,Dingling,2016-03-17 07:00:00
26697,293.0,293.0,8.0,72.0,2100.0,16.0,5.3,1005.0,0.7,0.0,WNW,0.8,Dingling,2016-03-17 08:00:00
26698,378.0,378.0,15.0,82.0,2200.0,14.0,8.0,1004.8,1.2,0.0,NW,0.6,Dingling,2016-03-17 09:00:00
26699,337.0,337.0,23.0,85.0,2200.0,32.0,9.8,1004.7,0.9,0.0,ESE,1.4,Dingling,2016-03-17 10:00:00
26700,313.0,313.0,29.0,85.0,2200.0,54.0,11.3,1004.5,1.8,0.0,WSW,0.7,Dingling,2016-03-17 11:00:00
26701,308.0,308.0,35.0,83.0,2200.0,71.0,12.8,1003.6,1.8,0.0,NNW,1.0,Dingling,2016-03-17 12:00:00
26702,301.0,301.0,41.0,84.0,2200.0,88.0,14.4,1002.5,2.0,0.0,SE,1.9,Dingling,2016-03-17 13:00:00
26703,305.0,305.0,42.0,78.0,2200.0,125.0,15.4,1001.3,2.2,0.0,SSE,1.6,Dingling,2016-03-17 14:00:00
26704,328.0,328.0,41.0,88.0,2100.0,145.0,16.0,1000.5,2.4,0.0,SSE,1.6,Dingling,2016-03-17 15:00:00
26705,337.0,337.0,40.0,103.0,2100.0,135.0,16.1,999.9,2.8,0.0,E,1.5,Dingling,2016-03-17 16:00:00
26706,337.0,337.0,35.0,112.0,2100.0,122.0,16.0,999.6,2.7,0.0,ENE,1.1,Dingling,2016-03-17 17:00:00
26707,338.0,338.0,28.0,119.0,2100.0,94.0,14.8,999.7,2.7,0.0,N,0.7,Dingling,2016-03-17 18:00:00
26708,335.0,343.0,21.0,120.0,2200.0,69.0,12.4,1000.2,2.5,0.0,NE,0.6,Dingling,2016-03-17 19:00:00
26709,346.0,346.0,19.0,100.0,2200.0,73.0,12.1,1000.8,2.5,0.0,SSE,0.7,Dingling,2016-03-17 20:00:00
26710,337.0,337.0,22.0,99.0,2200.0,63.0,10.5,1000.8,2.1,0.0,WNW,1.5,Dingling,2016-03-17 21:00:00
26711,337.0,337.0,18.0,85.0,2200.0,62.0,9.3,1001.0,1.9,0.0,NNW,1.3,Dingling,2016-03-17 22:00:00
26712,334.0,334.0,16.0,80.0,2200.0,54.0,8.2,1001.2,1.8,0.0,NNW,0.9,Dingling,2016-03-17 23:00:00
26713,346.0,346.0,15.0,71.0,2200.0,55.0,7.8,1001.3,1.6,0.0,NNW,1.5,Dingling,2016-03-18 00:00:00
26714,329.0,329.0,14.0,60.0,2200.0,63.0,7.4,1001.2,1.5,0.0,NW,1.3,Dingling,2016-03-18 01:00:00
26715,323.0,323.0,13.0,60.0,2200.0,59.0,7.2,1001.3,1.9,0.0,N,1.5,Dingling,2016-03-18 02:00:00
26716,327.0,327.0,15.0,64.0,2000.0,54.0,6.7,1001.0,1.4,0.0,W,1.3,Dingling,2016-03-18 03:00:00
26717,327.0,327.0,13.0,51.0,2000.0,60.0,5.9,1001.0,1.4,0.0,N,1.1,Dingling,2016-03-18 04:00:00
26718,317.0,317.0,13.0,32.0,2000.0,72.0,4.9,1001.2,1.2,0.0,WNW,1.0,Dingling,2016-03-18 05:00:00
26719,267.0,267.0,13.0,34.0,1900.0,67.0,5.5,1001.5,1.2,0.0,N,1.8,Dingling,2016-03-18 06:00:00
26720,235.0,235.0,12.0,35.0,1800.0,56.0,7.3,1002.2,0.9,0.0,N,1.4,Dingling,2016-03-18 07:00:00
26721,260.0,260.0,32.0,42.0,1700.0,69.0,12.4,1002.7,-1.2,0.0,NE,1.5,Dingling,2016-03-18 08:00:00
26722,185.0,228.0,32.0,37.0,1700.0,66.0,15.4,1003.1,-4.6,0.0,N,1.9,Dingling,2016-03-18 09:00:00
26723,117.0,160.0,22.0,27.0,1600.0,75.0,18.2,1003.3,-7.3,0.0,N,1.9,Dingling,2016-03-18 10:00:00
26724,80.0,113.0,17.0,20.0,1400.0,82.0,19.2,1003.3,-8.1,0.0,N,3.7,Dingling,2016-03-18 11:00:00
26725,82.0,142.0,18.0,26.0,1000.0,81.0,19.8,1003.2,-9.5,0.0,N,2.8,Dingling,2016-03-18 12:00:00
26726,67.0,89.0,10.0,18.0,1000.0,97.0,21.5,1002.5,-10.3,0.0,N,3.4,Dingling,2016-03-18 13:00:00
26727,58.0,89.0,9.0,16.0,1700.0,108.0,22.4,1001.8,-9.6,0.0,NE,2.7,Dingling,2016-03-18 14:00:00
26728,54.0,102.0,8.0,14.0,2400.0,116.0,22.0,1001.6,-6.8,0.0,ESE,2.8,Dingling,2016-03-18 15:00:00
26729,56.0,132.0,6.0,13.0,2300.0,124.0,21.6,1002.0,-8.0,0.0,ESE,3.1,Dingling,2016-03-18 16:00:00
26730,53.0,86.0,3.0,12.0,1400.0,122.0,20.5,1002.4,-8.9,0.0,SE,2.1,Dingling,2016-03-18 17:00:00
26731,41.0,71.0,3.0,19.0,1200.0,106.0,19.5,1003.1,-8.7,0.0,SE,1.3,Dingling,2016-03-18 18:00:00
26732,38.0,76.0,3.0,22.0,1300.0,86.0,18.3,1004.3,-8.8,0.0,ESE,3.2,Dingling,2016-03-18 19:00:00
26733,43.0,146.0,4.0,24.0,1400.0,68.0,15.6,1005.4,-8.0,0.0,ENE,1.6,Dingling,2016-03-18 20:00:00
26734,43.0,87.0,3.0,38.0,1400.0,39.0,12.7,1006.4,-6.9,0.0,N,1.6,Dingling,2016-03-18 21:00:00
26735,33.0,107.0,4.0,45.0,1300.0,28.0,10.8,1007.1,-7.0,0.0,NNE,1.1,Dingling,2016-03-18 22:00:00
26736,48.0,231.0,4.0,45.0,1200.0,23.0,11.1,1007.9,-6.8,0.0,ENE,1.1,Dingling,2016-03-18 23:00:00
26737,21.0,69.0,2.0,29.0,1100.0,42.0,8.3,1008.9,-5.6,0.0,NW,1.3,Dingling,2016-03-19 00:00:00
26738,17.0,68.0,3.0,25.0,900.0,41.0,9.0,1010.0,-6.1,0.0,ENE,1.3,Dingling,2016-03-19 01:00:00
26739,21.0,99.0,3.0,31.0,800.0,27.0,6.9,1010.8,-5.8,0.0,N,1.1,Dingling,2016-03-19 02:00:00
26740,16.0,101.0,3.0,39.0,700.0,17.0,6.9,1011.4,-5.8,0.0,NNW,1.7,Dingling,2016-03-19 03:00:00
26741,22.0,99.0,3.0,36.0,700.0,20.0,6.4,1011.6,-6.2,0.0,NE,0.7,Dingling,2016-03-19 04:00:00
26742,16.0,31.0,3.0,25.0,700.0,33.0,5.8,1012.0,-5.8,0.0,NE,0.6,Dingling,2016-03-19 05:00:00
26743,25.0,43.0,4.0,25.0,700.0,33.0,5.3,1012.9,-5.7,0.0,NW,1.6,Dingling,2016-03-19 06:00:00
26744,32.0,57.0,4.0,26.0,800.0,30.0,5.3,1013.9,-5.1,0.0,N,1.2,Dingling,2016-03-19 07:00:00
26745,52.0,113.0,7.0,27.0,900.0,35.0,6.6,1014.6,-3.6,0.0,N,1.0,Dingling,2016-03-19 08:00:00
26746,69.0,164.0,16.0,50.0,1100.0,26.0,11.3,1015.0,-3.6,0.0,SE,2.0,Dingling,2016-03-19 09:00:00
26747,65.0,147.0,15.0,45.0,1100.0,42.0,12.6,1015.0,-4.5,0.0,SSE,2.8,Dingling,2016-03-19 10:00:00
26748,62.0,154.0,17.0,31.0,1100.0,65.0,13.1,1014.5,-4.1,0.0,SE,3.0,Dingling,2016-03-19 11:00:00
26749,61.0,134.0,20.0,34.0,1100.0,68.0,13.8,1013.6,-3.5,0.0,SSE,3.5,Dingling,2016-03-19 12:00:00
26750,60.0,128.0,18.0,33.0,1100.0,74.0,14.0,1012.9,-5.2,0.0,SE,3.2,Dingling,2016-03-19 13:00:00
26751,47.0,117.0,13.0,29.0,1000.0,80.0,15.0,1012.2,-4.4,0.0,S,3.0,Dingling,2016-03-19 14:00:00
26752,48.0,129.0,12.0,30.0,900.0,83.0,15.0,1011.6,-4.4,0.0,SE,2.7,Dingling,2016-03-19 15:00:00
26753,51.0,123.0,10.0,29.0,900.0,86.0,14.4,1011.5,-4.4,0.0,SSE,3.0,Dingling,2016-03-19 16:00:00
26754,45.0,123.0,10.0,31.0,800.0,81.0,14.3,1011.7,-4.0,0.0,SSE,2.7,Dingling,2016-03-19 17:00:00
26755,49.0,138.0,10.0,36.0,800.0,74.0,13.8,1012.0,-4.0,0.0,SE,1.5,Dingling,2016-03-19 18:00:00
26756,54.0,202.0,8.0,41.0,800.0,57.0,13.4,1012.7,-3.4,0.0,ESE,1.5,Dingling,2016-03-19 19:00:00
26757,59.0,214.0,7.0,44.0,800.0,39.0,12.2,1013.3,-3.6,0.0,E,0.7,Dingling,2016-03-19 20:00:00
26758,52.0,105.0,8.0,31.0,800.0,53.0,11.7,1014.1,-3.3,0.0,SSE,2.0,Dingling,2016-03-19 21:00:00
26759,62.0,146.0,8.0,45.0,800.0,29.0,11.0,1014.8,-3.2,0.0,ESE,1.8,Dingling,2016-03-19 22:00:00
26760,64.0,198.0,7.0,46.0,900.0,27.0,10.0,1015.3,-3.7,0.0,ESE,2.3,Dingling,2016-03-19 23:00:00
26761,62.0,142.0,7.0,50.0,900.0,18.0,9.0,1015.7,-3.9,0.0,ENE,1.2,Dingling,2016-03-20 00:00:00
26762,58.0,163.0,6.0,52.0,900.0,7.0,6.9,1015.9,-3.1,0.0,NNW,1.5,Dingling,2016-03-20 01:00:00
26763,57.0,150.0,5.0,50.0,900.0,5.0,6.1,1016.1,-3.3,0.0,NNE,1.0,Dingling,2016-03-20 02:00:00
26764,64.0,258.0,5.0,46.0,1000.0,3.0,5.5,1016.5,-3.6,0.0,NNE,0.7,Dingling,2016-03-20 03:00:00
26765,56.0,142.0,4.0,46.0,1000.0,3.0,5.2,1016.9,-3.4,0.0,NNW,1.3,Dingling,2016-03-20 04:00:00
26766,56.0,129.0,4.0,45.0,1000.0,7.0,4.1,1017.5,-3.4,0.0,N,1.2,Dingling,2016-03-20 05:00:00
26767,49.0,92.0,3.0,40.0,900.0,12.0,3.6,1017.8,-3.5,0.0,N,0.9,Dingling,2016-03-20 06:00:00
26768,50.0,88.0,3.0,35.0,900.0,16.0,3.1,1018.1,-3.5,0.0,NNW,1.5,Dingling,2016-03-20 07:00:00
26769,57.0,110.0,6.0,38.0,1000.0,19.0,6.2,1018.5,-2.9,0.0,NW,0.7,Dingling,2016-03-20 08:00:00
26770,63.0,133.0,9.0,33.0,1000.0,39.0,9.7,1018.8,-2.6,0.0,SSW,1.0,Dingling,2016-03-20 09:00:00
26771,63.0,129.0,10.0,35.0,1000.0,54.0,11.9,1018.7,-2.4,0.0,S,1.2,Dingling,2016-03-20 10:00:00
26772,65.0,117.0,11.0,47.0,900.0,53.0,14.7,1018.0,-2.3,0.0,SSW,1.7,Dingling,2016-03-20 11:00:00
26773,73.0,122.0,10.0,48.0,900.0,71.0,16.6,1016.9,-3.5,0.0,ESE,1.9,Dingling,2016-03-20 12:00:00
26774,63.0,114.0,8.0,49.0,900.0,80.0,17.7,1016.0,-4.9,0.0,SE,2.5,Dingling,2016-03-20 13:00:00
26775,57.0,64.0,6.0,30.0,800.0,108.0,18.9,1015.0,-6.0,0.0,SSE,2.3,Dingling,2016-03-20 14:00:00
26776,42.0,68.0,5.0,26.0,800.0,114.0,19.3,1014.6,-6.4,0.0,SSE,2.3,Dingling,2016-03-20 15:00:00
26777,41.0,54.0,4.0,26.0,700.0,116.0,19.4,1014.0,-7.1,0.0,S,2.7,Dingling,2016-03-20 16:00:00
26778,42.0,52.0,3.0,28.0,700.0,106.0,19.1,1013.8,-7.3,0.0,S,1.9,Dingling,2016-03-20 17:00:00
26779,35.0,46.0,2.0,34.0,600.0,91.0,17.7,1014.0,-6.3,0.0,S,2.5,Dingling,2016-03-20 18:00:00
26780,57.0,82.0,3.0,42.0,600.0,72.0,16.4,1014.6,-6.7,0.0,SSE,2.1,Dingling,2016-03-20 19:00:00
26781,48.0,66.0,3.0,48.0,600.0,48.0,14.6,1015.3,-5.8,0.0,ENE,1.2,Dingling,2016-03-20 20:00:00
26782,52.0,67.0,5.0,47.0,700.0,46.0,11.7,1015.7,-5.3,0.0,ENE,0.9,Dingling,2016-03-20 21:00:00
26783,57.0,69.0,6.0,42.0,700.0,51.0,10.2,1016.0,-5.4,0.0,ENE,1.0,Dingling,2016-03-20 22:00:00
26784,62.0,92.0,4.0,46.0,800.0,39.0,8.9,1016.0,-5.4,0.0,N,0.7,Dingling,2016-03-20 23:00:00
26785,61.0,83.0,4.0,40.0,900.0,46.0,7.6,1015.7,-5.2,0.0,NNW,0.6,Dingling,2016-03-21 00:00:00
26786,67.0,138.0,4.0,45.0,900.0,35.0,7.0,1015.7,-5.4,0.0,NNW,1.7,Dingling,2016-03-21 01:00:00
26787,68.0,109.0,4.0,39.0,900.0,42.0,6.3,1015.4,-5.4,0.0,NNW,1.5,Dingling,2016-03-21 02:00:00
26788,64.0,90.0,4.0,31.0,900.0,50.0,5.3,1015.1,-4.8,0.0,WNW,0.5,Dingling,2016-03-21 03:00:00
26789,67.0,97.0,3.0,32.0,900.0,44.0,4.1,1015.0,-4.9,0.0,N,0.9,Dingling,2016-03-21 04:00:00
26790,68.0,113.0,3.0,31.0,900.0,47.0,4.5,1015.0,-5.0,0.0,NNW,1.3,Dingling,2016-03-21 05:00:00
26791,67.0,89.0,3.0,31.0,900.0,44.0,3.7,1015.2,-5.0,0.0,NNW,1.2,Dingling,2016-03-21 06:00:00
26792,66.0,86.0,3.0,32.0,900.0,44.0,3.8,1015.8,-4.4,0.0,N,0.8,Dingling,2016-03-21 07:00:00
26793,77.0,128.0,4.0,36.0,900.0,42.0,6.7,1016.0,-3.8,0.0,NNW,0.9,Dingling,2016-03-21 08:00:00
26794,84.0,122.0,8.0,39.0,900.0,56.0,10.8,1015.9,-4.5,0.0,NNW,1.0,Dingling,2016-03-21 09:00:00
26795,95.0,127.0,9.0,43.0,900.0,72.0,13.6,1015.3,-3.7,0.0,SSE,1.2,Dingling,2016-03-21 10:00:00
26796,100.0,141.0,13.0,54.0,900.0,78.0,15.1,1014.5,-2.8,0.0,S,1.9,Dingling,2016-03-21 11:00:00
26797,113.0,181.0,14.0,75.0,1000.0,77.0,16.2,1013.5,-2.8,0.0,SSE,2.1,Dingling,2016-03-21 12:00:00
26798,121.0,162.0,13.0,66.0,1000.0,113.0,17.3,1012.4,-2.9,0.0,SSE,2.1,Dingling,2016-03-21 13:00:00
26799,119.0,143.0,12.0,51.0,1000.0,151.0,18.7,1011.1,-2.3,0.0,SE,1.7,Dingling,2016-03-21 14:00:00
26800,130.0,162.0,13.0,79.0,1000.0,127.0,18.9,1010.3,-2.7,0.0,SSE,2.7,Dingling,2016-03-21 15:00:00
26801,114.0,168.0,13.0,55.0,1000.0,140.0,19.0,1009.7,-2.6,0.0,SE,1.9,Dingling,2016-03-21 16:00:00
26802,101.0,176.0,15.0,43.0,1000.0,148.0,18.4,1009.2,-1.5,0.0,S,1.5,Dingling,2016-03-21 17:00:00
26803,138.0,227.0,23.0,58.0,1100.0,126.0,18.0,1009.2,-1.8,0.0,ESE,2.0,Dingling,2016-03-21 18:00:00
26804,143.0,256.0,22.0,64.0,1100.0,97.0,17.0,1009.6,-1.7,0.0,ESE,1.8,Dingling,2016-03-21 19:00:00
26805,128.0,206.0,17.0,48.0,1100.0,91.0,15.0,1009.8,-1.6,0.0,NNE,0.9,Dingling,2016-03-21 20:00:00
26806,131.0,178.0,19.0,46.0,1200.0,89.0,13.4,1009.7,-1.4,0.0,NNE,0.7,Dingling,2016-03-21 21:00:00
26807,122.0,175.0,16.0,45.0,1200.0,80.0,13.1,1009.8,-1.3,0.0,E,1.0,Dingling,2016-03-21 22:00:00
